0,1019.967,0.022
1.995,1019.934,0.022
3.989,1019.9,0.022
5.983,1019.894,0.022
7.978,1019.9,0.022
9.973,1019.889,0.022
11.967,1019.869,0.022
13.961,1019.845,0.022
15.956,1019.805,0.022
17.951,1019.781,0.022
19.945,1019.785,0.022
21.94,1019.79,0.022
23.934,1019.798,0.022
25.929,1019.798,0.022
27.923,1019.795,0.022
29.917,1019.777,0.022
31.912,1019.752,0.022
33.907,1019.746,0.022
35.901,1019.743,0.022
37.896,1019.736,0.022
39.89,1019.723,0.022
41.885,1019.721,0.022
43.879,1019.719,0.022
45.874,1019.714,0.022
47.868,1019.724,0.022
49.863,1019.74,0.022
51.857,1019.759,0.022
53.851,1019.784,0.022
55.846,1019.757,0.022
57.841,1019.736,0.022
59.835,1019.713,0.022
61.83,1019.676,0.022
63.824,1019.651,0.022
65.819,1019.642,0.022
67.813,1019.627,0.022
69.807,1019.625,0.022
71.802,1019.628,0.022
73.797,1019.623,0.022
75.791,1019.6,0.022
77.786,1019.602,0.022
79.78,1019.616,0.022
81.775,1019.622,0.022
83.769,1019.605,0.022
85.764,1019.602,0.022
87.758,1019.607,0.022
89.753,1019.597,0.022
91.747,1019.595,0.022
93.742,1019.603,0.022
95.736,1019.579,0.022
97.731,1019.553,0.022
99.725,1019.56,0.022
101.72,1019.54,0.022
103.714,1019.516,0.022
105.708,1019.51,0.022
107.703,1019.54,0.022
109.698,1019.558,0.022
111.692,1019.563,0.022
113.687,1019.583,0.022
115.681,1019.591,0.022
117.676,1019.589,0.022
119.67,1019.597,0.022
121.664,1019.601,0.022
123.659,1019.601,0.022
125.654,1019.577,0.022
127.648,1019.549,0.022
129.643,1019.518,0.022
131.637,1019.523,0.022
133.632,1019.565,0.022
135.626,1019.577,0.022
137.621,1019.558,0.022
139.615,1019.548,0.022
141.61,1019.548,0.022
143.604,1019.538,0.022
145.599,1019.549,0.022
147.593,1019.58,0.022
149.588,1019.61,0.022
151.582,1019.609,0.022
153.577,1019.585,0.022
155.571,1019.552,0.022
157.566,1019.516,0.022
159.56,1019.493,0.022
161.555,1019.497,0.022
163.549,1019.493,0.022
165.544,1019.469,0.022
167.538,1019.447,0.022
169.533,1019.448,0.022
171.527,1019.482,0.022
173.522,1019.505,0.022
175.516,1019.476,0.022
177.511,1019.413,0.022
179.505,1019.374,0.022
181.5,1019.352,0.022
183.494,1019.34,0.022
185.489,1019.347,0.022
187.483,1019.335,0.022
189.478,1019.313,0.022
191.472,1019.303,0.022
193.467,1019.318,0.022
195.461,1019.342,0.022
197.456,1019.351,0.022
199.45,1019.364,0.022
201.445,1019.377,0.022
203.439,1019.401,0.022
205.434,1019.4,0.022
207.428,1019.384,0.022
209.423,1019.362,0.022
211.417,1019.342,0.022
213.412,1019.318,0.022
215.406,1019.281,0.022
217.401,1019.243,0.022
219.395,1019.209,0.022
221.39,1019.179,0.022
223.384,1019.133,0.022
225.379,1019.097,0.022
227.373,1019.119,0.022
229.368,1019.133,0.022
231.362,1019.141,0.022
233.357,1019.163,0.022
235.351,1019.189,0.022
237.346,1019.189,0.022
239.34,1019.189,0.022
241.335,1019.188,0.022
243.329,1019.2,0.022
245.324,1019.228,0.022
247.318,1019.252,0.022
249.313,1019.252,0.022
251.307,1019.246,0.022
253.302,1019.273,0.022
255.296,1019.276,0.022
257.291,1019.253,0.022
259.285,1019.253,0.022
261.28,1019.256,0.022
263.274,1019.259,0.022
265.269,1019.235,0.022
267.263,1019.225,0.022
269.258,1019.228,0.022
271.252,1019.262,0.022
273.247,1019.339,0.022
275.241,1019.4,0.022
277.236,1019.408,0.022
279.23,1019.369,0.022
281.225,1019.355,0.022
283.219,1019.325,0.022
